RowOrder,GeneID,Cluster,SC0,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11
2851,DYNC1LI1,Inter2,1.257715922,1.380719206,-0.465521252,-1.219781934,-0.918700391,-0.372336896,-0.533087571,0.033770984,0.184316628,1.191926121,0.94277811,-1.481798927
2852,DDX59,Inter2,-1.018445617,-0.763835113,-0.838940524,-0.182529944,0.556075725,1.17488537,-1.262775763,-0.507897988,0.917940849,0.593428359,-0.562373723,1.894468369
2853,CLDN11,Inter2,-0.319430153,-0.070246444,-0.688584211,-0.688584211,0.213025127,-0.688584211,-0.688584211,-0.688584211,0.547917532,-0.688584211,2.442635272,1.317603933
2854,GABPB1-AS1,Inter2,-0.393604373,-1.294357228,0.715771896,-0.823460733,0.909544915,1.212618562,0.025665906,-0.285082155,1.778450746,-0.015040175,-1.532165267,-0.298342093
2855,FGFR3,Inter2,2.457700143,-0.029416461,1.740166757,-0.46316116,-0.46316116,-0.46316116,-0.46316116,-0.46316116,-0.46316116,-0.46316116,-0.46316116,-0.46316116
2856,ARL6IP1,Inter2,1.056533614,0.247942901,-1.355913788,0.111789291,-0.454566513,-0.304505604,-1.777972517,1.108683143,-0.762191458,1.374829149,-0.134739112,0.890110894
2857,DNAJB1,Inter2,0.70274988,0.979930039,-1.152646505,-0.985084139,-0.439645012,-0.013434808,-0.823014611,-0.933121531,-0.06614487,2.320327573,0.076631912,0.333452073
2859,CITED4,Inter2,-0.759257366,-1.247200217,-0.545201133,-0.905080185,2.025582602,0.675746858,-0.950703452,-0.410631614,1.368937777,0.283332617,0.40164083,0.062833283
2860,BMP8B,Inter2,0.934624465,0.971337939,-1.479691843,0.419807,-0.58897749,0.188740412,-0.771996242,0.818088614,-1.429627607,1.311377344,-1.004191976,0.630509385
2861,ERLIN1,Inter2,-0.481079432,-0.477683572,-0.386150705,-0.395788521,2.544814219,-0.482466304,-0.672580243,-0.290627193,1.60927903,-0.560978856,-0.232900792,-0.173837632
2862,DLD,Inter2,-0.450515968,-0.529889719,1.006190123,-1.2194058,1.639733778,-0.391933054,0.593324281,-0.129701963,0.243302423,-0.820512195,1.456498971,-1.397090875
2863,ACSL3,Inter2,0.175479871,-0.080641243,-0.412149844,-1.252995409,1.097549103,-0.679801546,-0.547712276,-0.526441509,0.497534454,0.148132436,2.442737907,-0.861691943
2865,CTC-338M12.4,Inter2,-1.40773895,-1.079734538,0.561583389,-0.111811363,-0.302305523,1.732021897,0.847916206,0.437817789,-0.32139313,-0.129430926,-1.412854312,1.18592946
2866,CCDC69,Inter2,0.578055437,0.317108481,-0.391252516,0.661341043,0.224837728,-0.393853907,0.880079323,-0.051346533,-1.834876737,-0.951795349,1.939767422,-0.978064391
2867,ADGRG5,Inter2,-0.421736929,-0.435995367,-0.477453963,-0.390567585,0.049364115,-0.493868476,-0.393096062,-0.424922792,1.02192996,-0.483377275,2.866742924,-0.417018551
2868,CNR2,Inter2,-0.503625717,-0.523760912,-0.394840167,-0.447057009,0.03276343,-0.168183884,-0.488039559,-0.371116711,1.15352033,-0.547960751,2.792005806,-0.533704855
2869,CLIP2,Inter2,0.349136211,0.316085431,-0.409608849,-1.234914665,1.860107678,0.202828382,0.713552927,-1.072831324,0.933125421,-1.648816927,0.404799662,-0.413463947
2870,CELF2,Inter2,-0.705290665,-0.725494755,-0.060202074,-0.906943268,1.236425955,0.03166478,-0.112438132,-0.509210556,1.914123137,-0.526091301,1.47433678,-1.110879899
2872,CD53,Inter2,-0.940656323,-1.166880459,0.743192106,-0.594901206,1.494674103,0.172098485,0.163129254,0.002365261,0.38711761,-0.998137869,1.807500106,-1.069501066
2873,BTBD11,Inter2,-0.69808892,-0.461655287,-0.110834663,-0.038956679,2.473961826,-0.037095731,-0.35582011,0.212756551,1.33614878,-1.285701427,-0.613193476,-0.421520864
2875,ALDH3B1,Inter2,-0.790249486,-0.737117208,-0.119829681,-0.699785488,1.193218354,-0.407372023,-0.687502464,-0.460505054,1.492771125,-0.456879283,2.104826973,-0.431575765
2876,CIDEB,Inter2,-0.869649275,-0.730586068,-0.482869027,-0.025503892,1.5195581,-0.66906278,-1.058616307,-0.026759446,1.117928056,-0.691442523,1.966655425,-0.049652262
2877,ADAM8,Inter2,-0.380587074,-0.393408498,-0.315177546,-0.415412385,0.542699231,-0.414086608,-0.338253889,-0.392203002,-0.125598236,-0.39998104,3.055940481,-0.423931433
2878,DENND3,Inter2,-1.169461175,-0.496335447,-0.573584704,-0.620646807,2.066297769,0.143374934,-0.621438408,-0.702284706,1.571440292,-0.509569377,0.878673659,0.03353397
2879,ETV6,Inter2,-0.893415668,-0.821281717,0.437033544,-0.695900971,2.103273919,-0.301530456,-0.424688276,-0.132156698,1.5569151,-0.948647751,0.695949377,-0.575550403
2881,BTNL3,Inter2,-0.249903144,-0.560207284,-0.309607529,-0.560207284,0.594030729,-0.232366064,-0.560207284,0.206351363,-0.560207284,-0.172805586,2.965336649,-0.560207284
2882,ETFB,Inter2,-0.313982852,-1.009001345,0.015681061,-0.666522642,1.713032475,-0.021644626,-1.078723488,1.037617944,-0.21732165,1.098573405,0.915712123,-1.473420407
2883,AGPAT1,Inter2,-0.682740671,-0.342888997,-0.726424319,-0.921673404,0.957180595,-0.239667534,-0.347478663,-1.022893924,0.925898212,-0.287228641,2.427054218,0.260863128
2885,C17orf97,Inter2,-0.029283354,-0.581374648,0.268137636,-1.063937526,-1.816038705,0.354603408,0.733807821,-0.764736534,1.253737911,1.602035704,0.642388617,-0.59934033
2886,ACTN1,Inter2,-0.366059852,-0.45115074,-0.184997625,-0.606013347,2.027529438,-0.751160401,-0.59981924,-0.345578817,1.203298364,-0.672053873,1.583130227,-0.837124133
2887,DDIT4,Inter2,-1.015545879,-1.276176915,0.718983411,1.865976237,-1.110398774,-0.046714874,0.661264875,0.024890542,0.267292283,-1.140228399,-0.084863659,1.135521153
2888,DRC7,Inter2,-0.805246393,-0.721966644,-0.283079446,-0.579946404,0.787651913,0.637223976,-0.753650251,-0.566341443,2.389793506,-0.182128992,0.974630186,-0.896940007
2889,ARSD,Inter2,-0.713078675,-0.689433934,-0.06185301,-0.931660635,2.204386167,-0.209466161,-0.058845143,-0.839029865,1.251318399,-0.352904906,1.139216022,-0.738648261
2890,AATBC,Inter2,-0.181392872,-1.033756575,0.05220077,-1.4650469,1.571901855,0.053915709,-0.038660581,-0.222177872,2.024313866,-1.034291859,0.036879529,0.23611493
2891,FASTKD1,Inter2,-0.044179285,-1.023434681,0.970474986,-1.180293052,1.116993834,0.117405389,0.968067804,-0.331476931,1.179297234,0.791343556,-1.318843831,-1.245355024
2892,GAS7,Inter2,-0.05775464,0.168718845,-0.716475926,-0.400224616,0.317633047,-0.324858516,0.384177442,-0.498981602,0.27364965,-1.028296932,2.783442164,-0.901028916
2893,FOSL2,Inter2,-0.799425396,-0.729061192,-0.070419752,-0.397597225,2.04789989,-0.424049464,-0.767110865,-0.056742121,0.281230972,-0.85366973,1.963483516,-0.194538635
2895,AFF3,Inter2,0.161788154,0.259079701,-0.024983268,0.092135822,-1.515832751,1.49609642,0.607591052,0.294401419,-1.317904482,0.848950815,-1.683932587,0.782609705
2896,BHLHE40-AS1,Inter2,-0.484966491,-0.230812828,-0.101898038,-0.438224464,0.520170713,-0.313848512,-1.013391663,-0.667161946,2.928653624,-0.147361686,0.158712183,-0.209870892
2897,DNAJB6,Inter2,-0.449061853,-0.68020323,0.88311446,-1.012636098,1.339567571,-0.141281338,-0.046740244,-0.098166213,1.972867427,-0.869435941,0.460045559,-1.3580701
2898,CDH23,Inter2,-0.294236258,-0.376844091,-0.460112971,-0.396746439,0.86641317,-0.439937273,-0.426802866,-0.436375082,0.093926954,-0.454454746,2.918566458,-0.593396856
2899,DGCR2,Inter2,-0.598092159,-0.295709034,-0.542640912,-0.566836235,1.287601254,-0.409384372,-0.36683522,-0.268874684,0.38026403,-0.649352625,2.639780732,-0.609920777
2900,ANXA7,Inter2,0.062142633,-0.115777678,-0.176650273,-0.217400384,2.795319766,-0.866307097,0.599682828,-0.131776651,0.098741793,-0.240737867,-0.541525427,-1.265711644
2901,ARRDC3,Inter2,-0.689186287,-0.911804532,0.044999025,0.093298064,0.020019115,-0.097884695,-0.192141093,-0.456993584,-0.620916127,-0.74552615,2.817963118,0.738173146
2902,BCKDHA,Inter2,-0.036383578,-0.345582257,0.29996672,-1.030721478,0.98430224,-0.253320039,0.09863742,-0.453862729,2.1371005,-0.404047848,0.777022163,-1.773111115
2904,FCN1,Inter2,-0.335255653,-0.322709856,-0.346470166,-0.344518126,0.237617926,-0.333890125,-0.338062733,-0.339920356,-0.328099955,-0.335551602,3.131735523,-0.344874877
2905,ALOX5AP,Inter2,-0.774652671,-0.714048354,0.036834701,-0.550822287,1.623184532,-0.34004723,-0.737455625,-0.226274244,1.378415339,-0.787980699,1.795780307,-0.70293377
2906,CCNA1,Inter2,-0.613807639,-0.635650242,-0.24745291,-0.458739413,2.366701331,-0.400421981,-0.649611046,-0.025154817,1.743372578,-0.64716504,0.109357276,-0.541428097
2907,ETS1,Inter2,0.073311519,-0.279096445,0.834267532,-0.498006246,1.55691733,0.110026109,-0.155114583,0.19671935,-2.467947119,-0.312842026,1.119638149,-0.177873571
2908,ACVR1B,Inter2,-0.575439607,-0.335313021,0.518576666,-0.575820711,0.994681617,-0.604756903,-0.566311219,-0.552662955,0.773316529,-0.941433946,2.473838106,-0.608674556
2909,C4orf36,Inter2,-0.581566097,-1.031773833,-0.253953038,0.563988816,-0.830224823,0.104787244,-0.888180604,0.997531881,-0.197799172,0.938384579,-1.009969078,2.188774125
2910,BMF,Inter2,-1.19894483,-1.446529982,0.933557426,0.832858491,1.480413851,0.366519659,0.1257983,0.045371249,-0.995358613,-1.208240947,1.053732361,0.010823034
2911,ELAC1,Inter2,-1.09776734,-1.247122038,1.097510814,-0.241531843,1.684172696,1.083198903,0.542177717,-0.286547367,0.350818311,-1.31414152,-0.822958626,0.252190294
2912,CETP,Inter2,-0.469748319,0.196481481,0.6502979,-1.077588124,-1.263049624,1.577426426,0.572620732,-1.365749979,-0.968477178,1.07279577,0.210944937,0.864045978
2913,FPR2,Inter2,-0.34666042,-0.34666042,-0.34666042,-0.340752507,0.282800135,-0.34666042,-0.34666042,-0.337784285,-0.301382991,-0.34666042,3.123742588,-0.34666042
2914,C10orf105,Inter2,-0.883326675,0.550319978,-0.565196586,0.232257265,-0.883326675,0.556356043,1.705861164,0.153999619,-0.883326675,-0.883326675,1.783035892,-0.883326675
2915,ACOT8,Inter2,-0.896282034,0.170391232,-0.152241689,-1.239514865,0.277389164,-0.619700186,0.697323613,0.418047197,1.3897041,-1.408720264,1.830844103,-0.46724037
2917,CCDC13,Inter2,-0.427323678,-1.164259273,-0.254290949,-1.137905987,1.325581766,0.018861476,0.229440324,-0.5414631,1.740544023,-0.803454268,1.458357529,-0.444087863
2918,DGAT1,Inter2,0.136337109,0.830328456,-0.414800583,-1.172849203,1.07695071,-1.402948053,-0.705590902,0.170233983,1.961564992,0.062899974,0.467436481,-1.009562965
2919,ACVR1C,Inter2,-0.417845749,-0.103418284,-0.266008008,-0.417845749,-0.417845749,-0.417845749,0.020045122,-0.417845749,-0.417845749,-0.417845749,3.109470684,0.16483073
2920,ANAPC16,Inter2,-1.20568621,-2.067185117,0.38449628,0.96885456,0.390946131,0.99463793,0.354086111,0.115671999,-0.237383241,-0.928997087,-0.168661285,1.399219929
2921,ALDH9A1,Inter2,0.76728479,0.956657564,-0.022872208,-0.421329678,-1.072195784,0.761619357,0.00912249,-0.050371861,-0.954277133,1.776485953,-1.871991238,0.121867748
2923,CLDND1,Inter2,-1.172973135,-1.033170231,0.143212703,-0.125728026,2.109713099,0.237106047,-0.694707067,0.190218216,0.075604712,-1.289231053,1.33220205,0.227752686
2924,ARAF,Inter2,-0.612689519,-0.310320361,-0.284309804,-0.215276601,0.82811845,-0.657349226,-0.500417079,-0.522223984,0.819290082,-0.299146398,2.674460401,-0.920135962
2925,CASR,Inter2,-0.46804064,-0.46804064,-0.46804064,-0.46804064,2.52785209,1.62315769,-0.46804064,-0.46804064,0.061355982,-0.46804064,-0.46804064,-0.46804064
2926,DNAJC15,Inter2,1.030882695,0.301498948,0.415716076,0.538781046,-0.820161094,-0.629080499,1.226159735,1.069935985,-0.980810699,-0.070444993,-2.166256247,0.083779048
2927,DHRS4,Inter2,0.11082413,0.472193733,-0.557710479,0.436340255,0.687223867,-0.413898738,-0.59480572,-0.106727172,-0.443360734,1.224621851,-2.308193425,1.493492432
2928,APOC1,Inter2,-1.036914699,-0.945436883,1.756952782,-0.398191509,1.784140224,-0.188304172,-1.048961125,0.177574804,-0.658983782,-0.522975893,0.807849688,0.273250564
2929,ARSG,Inter2,-0.341565275,-0.556037812,-0.798372909,-0.043329139,0.385228436,-0.284103972,-0.346207552,0.521382831,-0.239791322,-0.967881944,2.877011323,-0.206332665
2930,ELF4,Inter2,-0.688766343,-0.639311418,-0.477847194,-0.437192441,1.72915938,-0.597997094,-0.694798227,-0.464565087,1.357445494,-0.686596667,1.814242679,-0.213773081
2931,C19orf38,Inter2,-0.606474559,-0.550508652,-0.439873031,-0.564165453,1.666771091,-0.554105718,-0.56944785,-0.543053911,1.203962348,-0.51314617,2.023365732,-0.553323826
2932,CMIP,Inter2,-1.543942691,-1.426499521,-0.145899209,-0.367433856,0.93104341,0.781395554,-0.280383367,-0.66375469,1.044123509,-0.564410498,1.627965164,0.607796196
2933,ARHGAP15,Inter2,-0.828635333,-0.989298727,-0.350432071,-0.793196059,1.519413788,0.147840336,-0.682772399,-0.33458806,2.090531375,-0.5847831,0.967335938,-0.16141569
2934,C16orf54,Inter2,-0.9855583,-1.13583508,-0.218962095,-0.479874454,0.862695039,0.194375916,-0.453970788,-0.423412783,0.194595019,-0.696995942,2.528085461,0.614858006
2935,FAM111A,Inter2,-0.338716615,1.026471263,-1.119390453,1.27927608,-0.566395227,-0.654718142,-1.123925318,0.286638287,-0.953336247,0.796383067,-0.404449525,1.772162829
2937,C9orf50,Inter2,-0.433263598,-0.119315389,-0.743744164,-0.300814109,0.9381859,2.752020853,-0.743744164,-0.076262069,0.185696045,-0.743744164,0.028729022,-0.743744164
2938,ATP2B3,Inter2,-0.427903322,-0.427903322,0.637187376,-0.427903322,2.981992661,-0.427903322,0.231949865,-0.427903322,-0.427903322,-0.427903322,-0.427903322,-0.427903322
2939,AGRP,Inter2,-0.535445432,-1.00225652,0.032458785,-0.588700638,2.341055636,0.180335568,0.15453654,-0.296516563,-0.840202171,-0.52990953,1.581870519,-0.497226193
2940,APBB1IP,Inter2,0.174411616,1.076273653,-0.492331564,-0.957524101,-0.058856298,1.367582589,0.04903662,-0.563555549,-1.849292561,1.373775751,-0.816047677,0.696527522
2941,CYBA,Inter2,-0.938335794,-1.515621163,0.300509131,-1.194889037,1.706667511,0.580968777,-0.258069052,-0.268501226,0.901196284,-0.137965737,1.346019918,-0.521979611
2942,FLNA,Inter2,-0.355507828,-0.439232079,-0.41398401,-0.660852836,1.831157838,-0.642890697,-0.662665261,-0.450179324,1.314350018,-0.462039682,1.751510549,-0.809666687
2943,C3orf62,Inter2,-0.682816399,-0.36004059,-0.752126654,-1.205635815,1.376755905,-0.063732187,-0.435768902,-0.840978957,1.544486881,-0.248729147,1.76939353,-0.100807666
2944,C20orf197,Inter2,-0.508552602,-0.58789246,-0.664445993,-0.518508129,2.556220461,-0.458346964,-0.389992059,-0.63081375,0.772757351,-0.485334366,1.212378295,-0.297469783
2945,ADD3-AS1,Inter2,0.287232591,0.794328845,-0.227145002,0.535116214,-0.882538951,-0.854192982,-1.002760559,-0.952385175,-1.222214678,0.403988305,1.532810013,1.587761379
2946,ABTB2,Inter2,-0.297335129,-0.557524922,-0.181848259,-0.515632112,0.038147851,0.042179258,-0.120612565,-0.305753482,0.137237528,-0.647040641,3.055223113,-0.647040641
2947,BAG4,Inter2,-0.473941368,-0.275307107,-0.786869125,-0.480182747,1.791103946,-0.672525015,-0.570780818,-0.485743414,1.024282164,-0.40718048,1.9950032,-0.657859235
2948,CDK5,Inter2,0.780155855,0.407763904,-0.461688658,-1.441974021,1.994113002,0.326495451,-0.063949959,-0.883124011,0.662649475,0.369042285,-0.115672767,-1.573810555
2949,BNIP2,Inter2,-0.596752513,-0.549999693,-0.233933335,-0.795676091,1.325573478,-0.332458498,-0.371625627,-0.276883089,1.478794655,-0.777747228,2.00412834,-0.8734204
2950,CUL2,Inter2,1.394290933,1.39416329,-0.284734082,-0.386376324,0.141866555,-0.3596838,1.38686976,0.052805128,-2.049068848,-0.558228725,-0.24749818,-0.484405706
2951,ACTN1-AS1,Inter2,-0.611294683,-0.611294683,-0.200183417,0.068423409,2.545446563,-0.611294683,-0.611294683,-0.611294683,0.687367829,-0.611294683,1.178008394,-0.611294683
2952,C3,Inter2,-0.283970196,-0.272999842,-0.303585031,-0.30519098,-0.27212975,-0.295032,-0.294817778,-0.309007947,-0.258192676,-0.271033008,3.174967155,-0.309007947
2953,GALNT3,Inter2,-0.262647479,-0.226087269,-0.683190806,0.078822644,2.43789052,-0.676749883,1.024072693,-0.382192693,-0.266356756,-1.214912812,0.875992833,-0.704640991
2954,ALAS1,Inter2,-0.493537754,-0.489034209,-0.455653448,-0.669635481,1.610221609,-0.327279243,-0.21986302,-0.650767378,1.663252589,-0.777792258,1.627741988,-0.817653395
2955,FUT7,Inter2,-0.899174246,-0.84236701,0.107685271,-0.522347811,2.450480494,-0.167553789,-0.396536165,-0.130517882,0.345864449,-0.961228236,1.353677038,-0.337982112
2956,ETHE1,Inter2,-0.351158882,-1.068953744,1.676040761,-0.247307193,1.296489354,-0.047991192,0.42317614,0.198782443,1.171776114,-1.205641934,-0.457344506,-1.387867362
2957,ADAM17,Inter2,-0.714717013,-0.580642145,-0.318154882,-0.43737646,1.869872977,-0.389204232,-0.611359773,-0.260268554,1.059511591,-0.810575141,1.876884455,-0.683970824
2959,AKNA,Inter2,-0.545423035,-0.606433773,-0.273679424,-0.472893072,1.363205691,-0.436797977,-0.298915616,-0.572621101,0.999420224,-0.727933422,2.336104065,-0.764032562
2960,CD58,Inter2,-0.238274323,-0.667138831,-0.609896865,-1.166503923,0.529798573,0.306006859,1.797117559,-0.210687905,1.682462253,-0.634706024,0.492747021,-1.280924394
2962,CABIN1,Inter2,0.539661562,0.518703838,-0.170987332,-1.124592392,0.631330093,-0.970155554,-0.599195112,-0.394460507,0.653676413,0.049438403,2.234142271,-1.367561683
2963,DNM2,Inter2,-0.17087978,-0.327365113,0.065017189,-0.82598015,1.194264901,-0.132005144,0.799490892,0.079454189,0.477105581,-1.014960166,1.77452116,-1.918663559
2964,ACSL5,Inter2,-0.931065826,-1.047902903,0.264030441,-0.480051666,0.943037597,0.308884259,-0.402332076,0.126676704,2.56837879,-0.768467416,0.038195728,-0.619383633
2965,AKIRIN1,Inter2,-0.48543221,-1.707391168,1.485474365,-0.84062067,0.307188077,0.879724125,0.232536703,-0.182735668,1.184544453,-0.675180926,0.926010121,-1.124117203
2966,BATF3,Inter2,0.43158862,-0.099697891,0.069562884,-0.045100144,-0.635625226,-0.879586213,-0.190322305,0.556998132,-0.439149789,-0.730278446,2.800508593,-0.838898216
2967,AGPAT2,Inter2,0.6763142,0.710928509,0.162751322,0.732843596,1.321975721,-1.746700377,-0.851329964,0.67856015,0.950784841,-1.287059775,-0.576207565,-0.772860657
2968,CCDC144A,Inter2,-0.490780626,-0.267317645,-0.44115324,-0.766558036,1.71872675,-0.415515659,-0.694736107,-0.523993091,0.393090423,-0.434068884,2.34516535,-0.422859235
2969,EFCAB12,Inter2,-0.453948294,-0.860112458,-0.705252049,-0.446538069,1.144291343,0.248431908,-0.508355721,-0.647856002,0.824828237,-0.597496974,2.46160911,-0.45960103
2970,DYRK1B,Inter2,-0.825700232,-0.783708814,0.992562731,-0.549571834,0.141858909,0.346291712,-0.066185146,-0.84088173,2.348348741,-0.93541874,0.848007139,-0.675602735
2971,ADPGK-AS1,Inter2,-0.602643425,-0.650884716,-0.186681253,-0.304319439,2.291808196,-0.080318245,-0.674877424,-0.052638904,1.814643643,-0.942688774,-0.297181884,-0.314217775
2972,AGER,Inter2,-0.56658785,-0.733108948,0.089575047,-0.59976058,2.066016482,-0.373025092,-0.122996765,-0.709565947,0.889240276,-0.453175501,1.620459229,-1.10707035
2973,CCDC62,Inter2,0.579153859,-0.086214145,1.02800125,-2.019896269,-0.978652434,-0.018818185,0.541398068,0.942056969,0.097397302,1.237556414,0.034289497,-1.356272327
2974,BRK1,Inter2,-0.042081178,-0.260728454,1.043944781,-0.651188203,0.595030857,0.219207844,1.121542404,0.157509159,0.02522112,-0.99462924,1.125856185,-2.339685276
2975,ERCC4,Inter2,-0.18173463,-0.599351897,0.056598879,-1.4835708,-1.03125616,2.179756543,-0.186710778,-0.533742089,0.681201653,1.180091544,0.411597491,-0.492879756
2976,ANKRD13D,Inter2,-0.5117801,-0.327882434,-0.545932652,-0.917722163,1.611445258,-0.379724401,-0.285148078,-0.715471247,1.917710271,-0.282013143,1.29151245,-0.854993762
2977,CYB561,Inter2,-0.640206154,-0.593146816,0.257444801,-0.458024799,-0.027433648,0.55598133,-0.619507941,-0.554089523,2.881542851,0.153043557,-0.179243165,-0.776360493
2978,CEP170,Inter2,-0.581455453,-0.225419406,-0.033681891,-1.915658648,-0.38219039,1.617625817,-0.207523619,-1.065696777,1.02663261,1.340011422,0.38357935,0.043776985
2979,ARHGAP1,Inter2,-0.877002246,-0.555608935,-0.382830999,-0.780129348,1.118952686,0.088370531,-0.828775971,-0.320681613,1.589592038,-0.388394207,1.999917243,-0.663409179
2980,CCDC142,Inter2,-0.36876295,0.118723052,-1.584990934,-1.233991656,0.955108825,1.445490666,-0.208406617,-0.530264637,0.387208578,1.240476576,0.83195033,-1.052541234
2981,ELL2,Inter2,-0.488486788,-0.534431085,-0.04709578,-0.230811678,1.67499997,-0.507754591,-0.374953314,-0.363904725,-0.427934297,-0.587233328,2.488846099,-0.601240484
2982,ARAP2,Inter2,-0.134123089,-0.095596629,-0.315250093,-0.032930255,0.035256716,-0.736332785,0.523421183,-0.276304898,-0.344951725,-0.875231616,2.936793638,-0.684750447
2983,FMNL1,Inter2,-0.475166869,-0.409156656,-0.645521865,-0.701151414,1.5185171,-0.217463421,-0.575400203,-0.655259179,0.966622063,-0.471335461,2.254225243,-0.588909339
2984,ALOX5,Inter2,-0.523991336,-0.460328165,-0.076405923,-0.455688437,0.411614018,-0.147490851,-0.365300546,-0.400535963,-0.052033638,-0.563037335,3.052744702,-0.419546526
2986,ALDH16A1,Inter2,0.976560338,1.488886958,-1.028014282,-0.588857022,0.184423605,-0.787322485,-0.918615589,-0.695949662,-0.596996645,1.76544517,-0.589200463,0.789640079
2987,EDEM3,Inter2,-0.901214075,-0.960980669,-0.477380855,-0.879147412,1.76424825,0.250238134,-0.605355793,-0.60070642,1.47030783,-0.45181581,1.412330688,-0.020523867
2988,CDC42SE1,Inter2,-0.828603059,-0.81342714,-0.044903808,-0.64474618,1.226539358,0.146144771,-0.096143841,-0.68311904,-0.710315709,-0.059201844,2.59177131,-0.083994818
2989,ASAP1,Inter2,0.017669749,0.095704064,-0.0768284,-0.897379349,1.202610821,-0.268813465,-0.515475372,-0.353463627,0.537209454,-0.81917335,2.373300082,-1.295360606
2990,DNAJB12,Inter2,-1.135294199,0.581639512,0.715205255,0.318949872,1.072102553,-1.509952692,-0.11724133,-0.3714771,0.971843465,-1.258995453,1.457503742,-0.724283626
2991,CMTM3,Inter2,-0.063654775,-0.684713895,0.73604479,-0.193403496,0.902034358,-0.486868591,-0.277372643,0.091092742,0.8623113,-1.865817143,1.923109957,-0.942762605
2992,FUBP3,Inter2,-0.118871721,-0.458782298,1.612256043,-0.275358306,0.899122458,-1.201690291,1.138219775,0.247123994,1.100687388,-1.449894945,-0.924098539,-0.568713558
2993,EFHD2,Inter2,-0.381126146,-0.683708064,-0.180286494,-0.956007476,1.201728761,-0.154507852,-0.432463249,-0.394545128,0.723752628,-0.457422529,2.504587918,-0.790002369
2994,C9orf139,Inter2,-0.880199958,-0.822279138,-0.089228296,-0.875671056,2.101780697,0.795316623,-0.529419398,-0.517367145,1.538738317,-0.832812346,0.288927902,-0.177786202
2995,ARHGAP27,Inter2,-0.544804783,-0.548357763,-0.585115443,-0.073323058,0.967053414,0.100979632,-0.45166384,-0.547159467,0.078123248,-0.88901832,2.779824027,-0.286537646
2996,CD82,Inter2,-0.615795981,-0.707627141,-0.338333744,-0.512407406,1.791469165,-0.373755411,-0.335582277,-0.445976803,1.563214562,-0.861184333,1.546651158,-0.710671789
2997,EPHA2,Inter2,-0.29317659,-0.670573839,2.571488006,-0.143322718,-0.670573839,0.079049196,1.233455572,0.452923235,-0.670573839,-0.670573839,-0.547547508,-0.670573839
2998,DDI2,Inter2,0.498960757,-0.314362311,1.108751638,-1.552033497,-0.027886846,-0.093179435,0.674911219,-0.124964834,1.161817745,-0.120382283,0.883337421,-2.094969575
3000,ACTR8,Inter2,-0.370935583,-0.674842931,0.679066685,-0.555177364,1.484957492,0.682844953,0.326842016,0.337036505,1.202691194,-0.120599675,-0.859878819,-2.132004474
3001,BMP1,Inter2,0.690257266,-0.798527605,1.360929931,-0.905662424,0.869298377,0.469205968,-0.507158784,-0.019840059,-0.307229727,0.680075018,-2.223532148,0.692184188
3002,EPC2,Inter2,-1.292158943,0.455625461,-0.674106153,-0.826720561,0.553184826,0.348000559,-0.000282349,-0.432966173,0.952837767,-1.080697831,2.283143351,-0.285859953
3003,ABHD16A,Inter2,-1.256017371,-1.160663945,1.001834846,0.640287478,-0.176125975,1.129124105,0.806689239,0.424426175,-1.036453094,-1.504235401,0.042059286,1.089074657
3004,CCL3,Inter2,-0.404386472,-0.389557308,-0.32528106,-0.362855296,0.17264684,-0.214319486,-0.339721631,-0.382324449,-0.157041503,-0.322003159,3.13290026,-0.408056735
3005,BPNT1,Inter2,-0.938627036,-0.400129477,0.441269436,-0.826230151,-1.031143584,2.154354903,0.467457482,-0.677269483,-0.014253273,1.144565289,-0.978030412,0.658036306
3007,FBXL6,Inter2,0.516201127,1.052924666,0.359312371,0.853523289,-1.303259142,-0.480548695,0.57589174,0.943177221,-0.442772225,0.522638603,-2.240616338,-0.356472618
3008,FITM2,Inter2,0.510476769,-0.630588832,0.975004198,-1.439406257,0.067010413,-0.121270619,0.432996832,-0.954270025,1.759374023,0.424681678,0.583871195,-1.607879375
3009,FUOM,Inter2,0.769006762,0.611761819,0.629029968,-1.067591137,-0.693968719,-0.285072413,1.413839182,-0.065228152,0.779669699,0.890570778,-1.284036019,-1.697981768
3010,ATPAF2,Inter2,-0.515708121,-0.597929928,-0.075606956,-1.130531223,1.165893896,0.434218104,-0.256703999,-0.843483057,2.222339635,-0.017343297,0.743971795,-1.129116848
3011,CC2D1B,Inter2,-0.550387407,-0.25897153,-0.67078339,-0.566853676,1.179487279,-0.778541206,-0.646060039,-0.297775906,0.527953388,-0.545701091,2.603615309,0.004018268
3012,CTNNA1,Inter2,1.712961645,1.354726356,0.193744811,-1.064972874,-0.944639425,-0.427221779,0.103197055,0.046568372,-0.679179492,1.419582703,-0.746973342,-0.96779403
3013,CEBPE,Inter2,-0.556049394,-0.606586419,-0.429362708,-0.533030432,2.064165238,-0.498698221,-0.506000174,-0.504849923,0.957510533,-0.575588011,1.794165358,-0.605675849
3015,DYNC2H1,Inter2,-1.779418239,-0.211921925,1.763084241,-0.366008166,0.821783903,0.204100523,-0.345768568,-1.152387173,1.435747819,-0.404913088,-0.261282448,0.296983122
3017,ERF,Inter2,-0.440170848,-1.666650795,2.281727916,-0.434072366,-0.210759147,0.067878857,-0.151644792,-0.578305251,0.877683448,-0.876009131,0.405741297,0.724580814
